Date,Oil_rate,Water_cut,Gas_rate,Tubing_Pressure,Casing_Pressure,Choke_size
2018-02-27,1116.15,0.2905,508.86,2176.07,2730.33,44
2018-02-28,1175.81,0.3261,602.52,2208.39,2822.02,44
2018-03-01,1134.71,0.2782,454.04,2168.03,2645.01,44
2018-03-02,1108.23,0.241,537.64,2207.02,2675.32,44
2018-03-03,1089.72,0.2983,524.23,2223.52,2749.8,44
2018-03-04,1139.63,0.3089,630.22,2154.18,2666.0,44
2018-03-05,1074.25,0.2861,536.73,2236.24,2789.13,44
2018-03-06,1114.16,0.3136,549.58,2251.22,2772.83,44
2018-03-07,1103.8,0.2993,577.92,2140.49,2747.18,44
2018-03-08,1131.02,0.2733,436.64,2213.18,2647.91,44
2018-03-09,1141.65,0.272,482.18,2241.83,2720.12,44
2018-03-10,1168.3,0.2758,513.7,2178.76,2706.91,44
2018-03-11,1110.28,0.2962,597.37,2319.51,2794.89,44
2018-03-12,1113.5,0.2831,562.44,2222.28,2696.24,44
2018-03-13,1116.92,0.2876,568.21,2182.01,2611.66,44
2018-03-14,1121.65,0.2795,495.16,2183.93,2625.03,44
2018-03-15,1128.16,0.2632,638.2,2176.74,2550.65,44
2018-03-16,1156.69,0.3043,573.06,2142.7,2697.87,44
2018-03-17,1112.57,0.3005,498.57,2207.77,2609.36,44
2018-03-18,1131.38,0.3225,576.09,2134.41,2609.35,44
2018-03-19,1153.59,0.2607,568.42,2221.38,2545.21,44
2018-03-20,1104.65,0.3162,515.97,2052.82,2756.07,44
2018-03-21,1120.01,0.2787,544.0,2106.19,2535.17,44
2018-03-22,1212.63,0.3347,721.33,2132.1,2571.83,44
2018-03-23,1157.38,0.2753,612.62,2233.71,2479.25,44
2018-03-24,1121.15,0.2717,639.76,2162.9,2539.65,44
2018-03-25,1120.13,0.2712,474.68,2102.39,2540.61,44
2018-03-26,1141.16,0.3144,498.28,2104.77,2554.29,44
2018-03-27,1138.79,0.2836,540.78,2049.12,2636.98,44
2018-03-28,1111.05,0.2609,507.41,2083.83,2557.31,44
2018-03-29,1130.72,0.285,610.07,2128.09,2625.19,44
2018-03-30,1113.11,0.2725,529.4,2198.61,2559.7,44
2018-03-31,1092.61,0.2497,546.82,2106.22,2630.96,44
2018-04-01,1130.8,0.2888,580.01,2084.54,2592.48,44
2018-04-02,1091.27,0.2553,565.31,1969.68,2579.05,44
2018-04-03,1148.7,0.2924,566.7,2075.15,2617.81,44
2018-04-04,1102.1,0.2782,456.74,2051.94,2518.68,44
2018-04-05,1104.11,0.3085,608.22,2109.54,2485.07,44
2018-04-06,1123.39,0.2676,625.84,2060.8,2492.3,44
2018-04-07,1114.1,0.2838,589.61,2007.92,2506.35,44
2018-04-08,1152.27,0.2859,547.75,2162.86,2501.05,44
2018-04-09,1159.62,0.275,521.53,2080.11,2534.36,44
2018-04-10,1161.35,0.2672,647.65,1871.8,2462.83,44
2018-04-11,1067.78,0.3043,471.97,2061.21,2429.61,44
2018-04-12,1124.47,0.2394,445.92,2025.4,2530.0,44
2018-04-13,1121.72,0.2978,498.88,2071.02,2512.64,44
2018-04-14,1109.28,0.305,584.28,2052.14,2591.73,44
2018-04-15,1096.21,0.2799,636.77,1970.89,2273.49,44
2018-04-16,1142.49,0.2808,510.25,1988.91,2400.96,44
2018-04-17,1166.95,0.2816,568.6,2002.06,2348.67,44
2018-04-18,1119.7,0.2343,545.71,1978.26,2321.37,44
2018-04-19,1100.81,0.2619,516.35,2025.28,2409.58,44
2018-04-20,1122.88,0.2539,557.7,2004.64,2457.38,44
2018-04-21,1120.96,0.2509,538.39,1991.87,2397.15,44
2018-04-22,1074.24,0.2643,552.25,1976.34,2416.87,44
2018-04-23,1117.09,0.2604,602.83,2097.72,2381.87,44
2018-04-24,1105.87,0.27,590.19,1947.2,2410.93,44
2018-04-25,1131.41,0.2925,599.53,1973.18,2378.91,44
2018-04-26,1109.53,0.2679,514.79,2000.59,2170.33,44
2018-04-27,1104.5,0.2655,581.41,2017.37,2364.96,44
2018-04-28,1094.0,0.2643,544.38,1976.75,2455.02,44
2018-04-29,1079.62,0.2867,623.29,1931.25,2387.25,44
2018-04-30,1125.4,0.2662,474.36,1968.44,2289.54,44
2018-05-01,1122.84,0.293,472.36,1966.8,2365.61,44
2018-05-02,1100.15,0.2794,567.42,1879.38,2359.75,44
2018-05-03,1088.94,0.2935,634.84,1919.98,2514.58,44
2018-05-04,1129.64,0.272,520.22,2015.49,2343.37,44
2018-05-05,1119.56,0.2788,643.37,2000.01,2482.43,44
2018-05-06,1126.14,0.2904,663.19,1959.93,2451.68,44
2018-05-07,1141.99,0.323,577.28,1921.7,2440.63,44
2018-05-08,1080.43,0.3255,465.66,1967.07,2226.08,44
2018-05-09,1109.14,0.3303,532.95,1843.61,2397.13,44
2018-05-10,1083.0,0.2367,573.36,1866.72,2367.0,44
2018-05-11,1110.32,0.2839,570.96,1939.7,2503.65,44
2018-05-12,1073.12,0.2886,542.11,2015.55,2337.82,44
2018-05-13,1104.6,0.297,590.34,1848.7,2405.43,44
2018-05-14,1098.66,0.2953,586.49,1967.91,2476.33,44
2018-05-15,1085.65,0.2724,553.92,2023.8,2562.81,44
2018-05-16,1062.53,0.286,553.49,1968.61,2496.17,44
2018-05-17,1046.51,0.2996,516.29,2026.68,2441.31,44
2018-05-18,1133.58,0.3152,528.04,2004.41,2405.11,44
2018-05-19,1083.32,0.245,443.94,2004.8,2389.72,44
2018-05-20,1074.69,0.3058,628.3,1898.88,2421.73,44
2018-05-21,1091.28,0.2829,501.35,1974.66,2321.91,44
2018-05-22,1096.16,0.3087,450.03,1879.12,2350.88,44
2018-05-23,1100.91,0.3007,532.18,2022.75,2432.35,44
2018-05-24,1061.19,0.273,485.37,1977.77,2508.97,44
2018-05-25,1021.02,0.3081,521.58,1970.28,2457.2,44
2018-05-26,1133.5,0.2808,629.99,1962.81,2241.68,44
2018-05-27,1065.44,0.2372,533.23,1942.42,2346.21,44
2018-05-28,1037.31,0.2829,431.63,2007.09,2457.43,44
2018-05-29,1090.05,0.3067,564.88,1930.27,2461.9,44
2018-05-30,1082.04,0.3041,537.36,1941.24,2321.84,44
2018-05-31,1064.42,0.3081,460.11,1992.1,2319.1,44
2018-06-01,1036.71,0.3172,422.84,1912.38,2329.41,44
2018-06-02,1080.45,0.2977,509.46,1979.03,2377.9,44
2018-06-03,1058.4,0.2797,586.78,1942.44,2280.46,44
2018-06-04,1087.1,0.3162,527.31,2042.75,2405.92,44
2018-06-05,1094.57,0.2782,526.65,2047.48,2528.46,44
2018-06-06,1043.04,0.2851,461.95,1998.48,2412.49,44
2018-06-07,1028.18,0.2906,532.24,2010.58,2365.28,44
2018-06-08,1047.39,0.2987,589.76,2001.91,2556.75,44
2018-06-09,973.28,0.276,449.39,2026.13,2394.57,44
2018-06-10,1044.0,0.2728,413.93,2020.72,2429.99,44
2018-06-11,1054.07,0.325,506.27,2085.25,2607.05,44
2018-06-12,1053.03,0.2619,465.48,2040.57,2472.66,44
2018-06-13,1067.71,0.2855,546.36,2110.49,2564.89,44
2018-06-14,1059.1,0.3069,592.34,2010.98,2370.26,44
2018-06-15,1092.36,0.2781,547.23,1957.27,2460.22,44
2018-06-16,1006.88,0.2834,434.93,1990.43,2559.04,44
2018-06-17,1053.3,0.2872,540.61,2028.23,2502.1,44
2018-06-18,994.1,0.3083,510.13,2044.33,2424.15,44
2018-06-19,1026.36,0.2817,504.21,2061.84,2467.56,44
2018-06-20,1055.96,0.2871,594.96,2044.31,2457.57,44
2018-06-21,1031.69,0.2747,533.01,2092.12,2571.51,44
2018-06-22,1021.79,0.2875,493.86,2017.43,2479.1,44
2018-06-23,1055.6,0.2993,570.76,2030.4,2574.62,44
2018-06-24,1028.58,0.2799,617.13,2150.26,2583.17,44
2018-06-25,991.14,0.3152,500.76,2144.87,2393.53,44
2018-06-26,1052.95,0.2707,614.8,2030.36,2530.9,44
2018-06-27,1008.18,0.3024,544.47,2041.41,2738.76,44
2018-06-28,1058.92,0.3005,585.54,2140.99,2644.68,44
2018-06-29,1057.15,0.2763,422.7,1944.14,2530.18,44
2018-06-30,1023.19,0.3231,574.13,2132.17,2472.18,44
2018-07-01,1034.55,0.3073,533.7,2234.25,2572.85,44
2018-07-02,1007.76,0.3203,605.56,2144.74,2708.42,44
2018-07-03,990.65,0.3057,453.84,2006.49,2730.96,44
2018-07-04,1028.73,0.2902,527.96,2097.72,2568.06,44
2018-07-05,986.09,0.2719,539.89,2101.26,2612.5,44
2018-07-06,1003.77,0.3229,456.59,2096.79,2681.48,44
2018-07-07,1001.21,0.2838,546.59,2145.43,2552.79,44
2018-07-08,1026.41,0.3022,505.41,2091.45,2652.26,44
2018-07-09,986.75,0.2904,457.02,2180.75,2521.62,44
2018-07-10,974.47,0.3022,507.49,2209.82,2607.32,44
2018-07-11,1019.97,0.2671,454.78,2140.94,2606.76,44
2018-07-12,1023.03,0.3074,502.22,2233.47,2728.41,44
2018-07-13,959.84,0.312,515.82,2191.79,2665.85,44
2018-07-14,992.98,0.2817,349.16,2179.41,2568.09,44
2018-07-15,999.59,0.246,525.16,2226.42,2471.52,44
2018-07-16,1038.23,0.3044,530.72,2205.58,2670.22,44
2018-07-17,998.92,0.3069,506.51,2176.38,2643.7,44
2018-07-18,992.95,0.2823,435.57,2175.68,2578.79,44
2018-07-19,952.57,0.2722,398.05,2286.7,2659.52,44
2018-07-20,979.08,0.2823,423.82,2246.86,2701.92,44
2018-07-21,1035.55,0.2773,501.45,2126.96,2798.65,44
2018-07-22,984.42,0.2807,524.51,2144.63,2800.27,44
2018-07-23,986.07,0.298,443.88,2329.94,2510.89,44
2018-07-24,989.47,0.289,474.53,2304.37,2740.25,44
2018-07-25,992.01,0.2716,499.38,2202.15,2569.0,44
2018-07-26,1001.62,0.2664,463.05,2274.16,2643.04,44
2018-07-27,952.66,0.2661,344.92,2204.21,2799.53,44
2018-07-28,974.3,0.2874,503.43,2171.08,2689.57,44
2018-07-29,950.14,0.3092,438.55,2215.34,2829.95,44
2018-07-30,968.94,0.2832,463.81,2241.64,2724.2,44
2018-07-31,960.68,0.3013,583.37,2222.48,2813.86,44
2018-08-01,1012.93,0.2865,483.88,2198.75,2779.59,44
2018-08-02,979.16,0.297,436.87,2310.81,2748.59,44
2018-08-03,997.39,0.3201,552.1,2242.19,2684.48,44
2018-08-04,968.69,0.3143,490.09,2213.47,2637.29,44
2018-08-05,959.31,0.2899,574.76,2198.86,2681.02,44
2018-08-06,959.9,0.2983,575.34,2198.45,2846.75,44
2018-08-07,966.47,0.2726,495.35,2157.34,2618.08,44
2018-08-08,971.53,0.2857,440.83,2234.04,2718.76,44
2018-08-09,976.23,0.2884,403.1,2153.34,2779.93,44
2018-08-10,934.74,0.2683,473.63,2266.16,2719.13,44
2018-08-11,945.78,0.3018,524.04,2229.04,2857.69,44
2018-08-12,958.75,0.2814,499.5,2251.53,2711.01,44
2018-08-13,952.08,0.3137,507.1,2199.76,2800.66,44
2018-08-14,1015.67,0.294,523.37,2222.42,2718.96,44
2018-08-15,967.58,0.2842,534.05,2271.59,2551.42,44
2018-08-16,942.31,0.2953,415.03,2252.31,2778.25,44
2018-08-17,976.83,0.3259,414.38,2204.85,2683.99,44
2018-08-18,984.73,0.2849,542.73,2174.62,2904.28,44
2018-08-19,988.05,0.3119,547.19,2186.58,2810.26,44
2018-08-20,916.79,0.311,557.38,2297.73,2714.6,44
2018-08-21,919.11,0.3305,491.61,2261.67,2602.67,44
2018-08-22,965.63,0.304,483.03,2102.66,2690.12,44
2018-08-23,925.3,0.2856,563.97,2238.08,2628.6,44
2018-08-24,921.71,0.2611,311.99,2250.07,2634.68,44
2018-08-25,956.18,0.2808,483.92,2134.58,2785.46,44
2018-08-26,918.03,0.3096,432.84,2235.5,2803.61,44
2018-08-27,965.27,0.2959,454.25,2129.16,2638.91,44
2018-08-28,941.19,0.2882,459.91,2210.76,2601.46,44
2018-08-29,919.71,0.2924,532.22,2174.61,2730.25,44
2018-08-30,932.7,0.304,440.46,2164.12,2710.85,44
2018-08-31,905.18,0.3132,413.33,2187.97,2607.45,44
2018-09-01,896.62,0.2952,451.68,2142.78,2613.25,44
2018-09-02,935.85,0.3018,379.43,2227.34,2710.24,44
2018-09-03,894.47,0.2877,456.89,2122.29,2643.09,44
2018-09-04,947.51,0.2811,529.89,2133.65,2617.41,44
2018-09-05,901.28,0.3479,445.77,2165.88,2595.11,44
2018-09-06,903.1,0.3242,463.69,2218.97,2744.89,44
2018-09-07,912.57,0.2987,448.9,2072.01,2470.72,44
2018-09-08,890.19,0.3148,454.94,2152.14,2582.42,44
2018-09-09,939.14,0.3379,428.71,2223.75,2699.05,44
2018-09-10,891.78,0.3307,507.74,2135.35,2665.06,44
2018-09-11,923.02,0.3112,524.83,2173.35,2656.82,44
2018-09-12,932.27,0.3111,453.68,2093.52,2509.65,44
2018-09-13,914.29,0.2958,433.43,2209.8,2625.27,44
2018-09-14,862.6,0.304,432.54,2081.2,2617.46,44
2018-09-15,974.52,0.2697,432.89,2132.72,2539.82,44
2018-09-16,932.7,0.2788,447.52,2080.06,2626.48,44
2018-09-17,899.92,0.2657,314.58,1976.62,2660.22,44
2018-09-18,938.8,0.2879,526.58,2004.58,2647.66,44
2018-09-19,923.06,0.2918,423.46,2090.6,2590.05,44
2018-09-20,915.43,0.285,369.74,2070.45,2564.59,44
2018-09-21,886.37,0.3258,406.7,2166.91,2389.68,44
2018-09-22,976.39,0.3217,392.65,1997.19,2499.04,44
2018-09-23,911.94,0.3294,527.92,2040.31,2536.82,44
2018-09-24,945.84,0.2582,425.07,2064.42,2448.49,44
2018-09-25,886.82,0.3073,524.64,2028.32,2405.58,44
2018-09-26,925.71,0.3071,471.78,2044.46,2583.26,44
2018-09-27,883.02,0.279,427.78,1992.72,2493.93,44
2018-09-28,874.65,0.3127,464.04,2035.04,2519.02,44
2018-09-29,892.85,0.3111,439.04,2009.49,2517.01,44
2018-09-30,871.31,0.2847,354.53,2040.05,2416.24,44
2018-10-01,913.5,0.3087,477.68,1985.43,2443.48,44
2018-10-02,904.12,0.3121,440.76,1964.94,2539.03,44
2018-10-03,938.16,0.3117,302.96,1982.12,2433.93,44
2018-10-04,892.89,0.3029,496.12,1968.43,2411.05,44
2018-10-05,933.5,0.3218,419.33,1938.61,2481.28,44
2018-10-06,916.94,0.3313,455.36,1998.17,2530.9,44
2018-10-07,898.18,0.2677,395.89,2026.71,2442.09,44
2018-10-08,901.13,0.3123,441.47,2024.58,2335.72,44
2018-10-09,888.28,0.3114,463.41,1963.69,2398.9,44
2018-10-10,886.92,0.2785,356.48,1941.02,2408.15,44
2018-10-11,908.1,0.2808,388.88,1921.17,2429.48,44
2018-10-12,918.94,0.2666,459.13,2006.44,2336.47,44
2018-10-13,908.91,0.3254,477.81,2043.05,2379.02,44
2018-10-14,931.96,0.3279,548.71,1998.35,2388.56,44
2018-10-15,903.07,0.2819,498.78,1894.57,2463.46,44
2018-10-16,919.92,0.3223,521.71,1964.09,2418.93,44
2018-10-17,885.06,0.2609,442.74,1987.91,2311.03,44
2018-10-18,906.38,0.2824,441.99,1936.55,2474.31,44
2018-10-19,944.72,0.257,439.81,1926.01,2408.58,44
2018-10-20,922.18,0.3258,559.5,1902.8,2398.46,44
2018-10-21,939.0,0.3228,417.17,1881.28,2422.96,44
2018-10-22,877.43,0.3059,418.59,2015.99,2396.79,44
2018-10-23,912.77,0.303,493.09,1891.51,2427.02,44
2018-10-24,874.85,0.3227,399.95,1986.22,2331.69,44
2018-10-25,883.17,0.3078,376.61,1986.86,2275.44,44
2018-10-26,912.87,0.3031,460.95,1877.55,2223.73,44
2018-10-27,978.09,0.3018,608.61,1921.64,2431.58,44
2018-10-28,930.54,0.2708,476.87,1784.14,2327.07,44
2018-10-29,889.3,0.2827,440.53,1927.02,2391.11,44
2018-10-30,918.27,0.291,397.07,1873.41,2244.6,44
2018-10-31,885.41,0.2863,402.92,1964.86,2351.17,44
2018-11-01,938.16,0.3083,547.15,1890.03,2262.03,44
2018-11-02,897.86,0.3249,367.52,1876.68,2225.19,44
2018-11-03,913.28,0.3089,510.02,1830.2,2288.56,44
2018-11-04,912.97,0.3152,347.57,1893.93,2246.04,44
2018-11-05,911.38,0.2742,466.02,1849.95,2324.82,44
2018-11-06,902.95,0.3181,554.05,1883.77,2483.09,44
2018-11-07,949.32,0.3121,522.13,1989.18,2392.51,44
2018-11-08,951.63,0.2917,481.88,1823.67,2282.45,44
2018-11-09,909.67,0.3081,481.67,1927.04,2397.99,44
2018-11-10,956.38,0.2949,356.22,1919.71,2368.61,44
2018-11-11,912.16,0.2843,521.38,1936.02,2244.12,44
2018-11-12,937.88,0.3116,479.75,1913.58,2218.06,44
2018-11-13,913.96,0.2772,484.46,1870.54,2377.14,44
2018-11-14,932.05,0.3006,393.11,1981.46,2300.71,44
2018-11-15,963.57,0.3114,544.77,1891.95,2119.72,44
2018-11-16,910.99,0.3229,481.68,1924.56,2366.46,44
2018-11-17,929.65,0.3225,479.01,1881.02,2335.61,44
2018-11-18,880.9,0.2921,399.58,1927.32,2319.18,44
2018-11-19,947.0,0.3342,419.23,1916.17,2177.13,44
2018-11-20,915.25,0.3063,416.96,1985.71,2201.83,44
2018-11-21,975.46,0.3103,440.28,1996.6,2330.09,44
2018-11-22,909.14,0.3214,389.16,1853.49,2333.29,44
2018-11-23,944.31,0.2934,414.73,1947.61,2258.39,44
2018-11-24,913.53,0.3078,456.9,1929.02,2373.56,44
2018-11-25,928.79,0.2778,547.64,1870.13,2270.35,44
2018-11-26,965.45,0.2957,568.47,1871.59,2431.21,44
2018-11-27,940.37,0.3128,505.58,1999.64,2331.87,44
2018-11-28,933.8,0.3409,447.56,1897.73,2388.11,44
2018-11-29,998.04,0.3305,445.8,1988.89,2272.48,44
2018-11-30,941.44,0.2823,470.24,1955.53,2424.75,44
2018-12-01,928.63,0.32,485.32,1983.9,2366.26,44
2018-12-02,951.94,0.318,505.97,1907.69,2365.42,44
2018-12-03,935.27,0.3377,491.27,1983.28,2545.43,44
2018-12-04,927.08,0.3227,549.75,1964.13,2437.81,44
2018-12-05,977.42,0.3232,484.74,1948.15,2381.84,44
2018-12-06,932.88,0.3015,465.13,1984.08,2400.59,44
2018-12-07,928.71,0.3147,455.16,2068.63,2326.73,44
2018-12-08,961.16,0.2823,464.39,2012.35,2329.03,44
2018-12-09,891.48,0.3169,399.3,2079.7,2426.27,44
2018-12-10,935.82,0.3174,455.13,1908.0,2413.35,44
2018-12-11,935.78,0.3064,437.41,1932.74,2386.57,44
2018-12-12,924.67,0.3038,494.02,2052.04,2503.86,44
2018-12-13,948.89,0.2778,342.05,1959.04,2455.33,44
2018-12-14,966.25,0.2931,451.33,2007.39,2479.44,44
2018-12-15,988.07,0.2689,521.4,2150.08,2558.65,44
2018-12-16,951.19,0.2925,322.65,2054.37,2447.37,44
2018-12-17,948.28,0.3065,393.07,2035.84,2433.33,44
2018-12-18,981.95,0.2942,527.62,1991.98,2449.83,44
2018-12-19,907.62,0.3026,494.39,2057.14,2521.79,44
2018-12-20,938.99,0.2842,380.92,2037.68,2567.95,44
2018-12-21,950.24,0.2783,457.71,2080.75,2475.18,44
2018-12-22,947.06,0.3181,499.91,2103.55,2552.85,44
2018-12-23,951.22,0.3081,430.87,1950.89,2564.36,44
2018-12-24,996.89,0.2817,659.43,2126.7,2497.05,44
2018-12-25,991.1,0.339,445.71,2051.07,2521.42,44
2018-12-26,1013.4,0.3443,500.16,2055.94,2500.15,44
2018-12-27,903.43,0.3048,483.12,1979.4,2571.53,44
2018-12-28,881.4,0.3189,471.13,2082.58,2591.87,44
2018-12-29,981.95,0.317,411.75,2049.52,2526.16,44
2018-12-30,969.9,0.3547,448.14,2098.13,2645.82,44
2018-12-31,955.88,0.3265,454.51,2079.71,2681.06,44
2019-01-01,999.95,0.3071,436.65,2145.81,2535.95,44
2019-01-02,943.79,0.2762,447.92,2093.4,2531.45,44
2019-01-03,957.23,0.3075,505.3,2143.82,2618.37,44
2019-01-04,982.6,0.3234,540.13,2121.73,2550.2,44
2019-01-05,982.87,0.3442,412.61,2156.67,2650.28,44
2019-01-06,970.72,0.2808,477.41,2172.51,2637.79,44
2019-01-07,1005.55,0.2792,604.77,2235.47,2675.98,44
2019-01-08,976.33,0.3112,483.8,2133.49,2805.73,44
2019-01-09,935.56,0.2861,463.79,2080.04,2554.71,44
2019-01-10,964.72,0.3164,538.98,2136.56,2615.64,44
2019-01-11,1012.86,0.289,486.74,2081.36,2531.6,44
2019-01-12,944.67,0.3615,500.32,2145.55,2657.19,44
2019-01-13,954.6,0.286,486.41,2163.6,2567.47,44
2019-01-14,961.7,0.3,405.94,2169.98,2588.77,44
2019-01-15,967.7,0.2924,465.84,2165.81,2727.9,44
2019-01-16,963.82,0.3216,496.32,2229.54,2634.56,44
2019-01-17,1002.4,0.3155,421.78,2058.44,2692.42,44
2019-01-18,953.96,0.3432,408.73,2190.72,2574.6,44
2019-01-19,971.23,0.2992,559.84,2196.79,2646.9,44
2019-01-20,994.01,0.3093,508.48,2170.75,2764.03,44
2019-01-21,1025.3,0.3233,538.8,2132.68,2719.74,44
2019-01-22,1012.97,0.3078,560.96,2201.86,2722.76,44
2019-01-23,987.98,0.3025,528.65,2213.1,2856.41,44
2019-01-24,970.19,0.3078,575.55,2107.5,2683.94,44
2019-01-25,950.76,0.2966,399.44,2251.98,2725.71,44
2019-01-26,970.72,0.2893,517.34,2213.8,2539.11,44
2019-01-27,997.43,0.312,433.12,2123.0,2634.37,44
2019-01-28,990.59,0.3012,509.82,2239.67,2803.31,44
2019-01-29,1031.65,0.2998,448.98,2173.08,2706.94,44
2019-01-30,977.17,0.321,416.73,2234.36,2712.66,44
2019-01-31,1017.43,0.3023,540.76,2149.17,2708.29,44
2019-02-01,1031.24,0.3184,538.6,2185.17,2764.92,44
2019-02-02,974.77,0.3173,529.44,2112.37,2664.43,44
2019-02-03,1021.59,0.3421,530.88,2161.9,2508.88,44
2019-02-04,1017.74,0.3285,595.24,2232.84,2686.84,44
2019-02-05,1002.53,0.2633,486.83,2142.92,2743.15,44
2019-02-06,1024.87,0.298,589.36,2232.3,2671.07,44
2019-02-07,987.9,0.3224,397.76,2168.1,2705.14,44
2019-02-08,989.78,0.3313,558.53,2300.38,2831.39,44
2019-02-09,1019.77,0.3136,485.2,2155.35,2505.63,44
2019-02-10,1021.51,0.3083,371.69,2292.03,2603.11,44
2019-02-11,992.6,0.3039,467.8,2122.24,2703.79,44
2019-02-12,1011.71,0.3207,491.24,2240.5,2608.74,44
2019-02-13,988.57,0.3201,503.72,2151.99,2707.45,44
2019-02-14,1071.02,0.3005,493.15,2219.02,2560.76,44
2019-02-15,1001.66,0.3428,497.99,2190.81,2723.52,44
2019-02-16,975.63,0.3126,449.34,2245.95,2731.95,44
2019-02-17,1023.08,0.3099,461.12,2172.71,2790.68,44
2019-02-18,991.79,0.312,477.47,2111.75,2781.83,44
2019-02-19,1002.42,0.2962,457.43,2155.15,2572.29,44
2019-02-20,1027.44,0.3164,552.33,2157.34,2692.12,44
2019-02-21,1000.52,0.3177,512.5,2212.49,2718.04,44
2019-02-22,1062.69,0.3127,498.15,2214.44,2485.67,44
2019-02-23,1027.58,0.3257,460.21,2182.75,2722.91,44
2019-02-24,1042.38,0.3261,464.47,2192.19,2620.32,44
2019-02-25,996.32,0.2984,573.67,2149.66,2638.97,44
2019-02-26,947.82,0.3353,483.6,2176.17,2602.7,44
2019-02-27,1032.2,0.3014,626.96,2137.4,2725.03,44
2019-02-28,1041.61,0.3028,535.64,2125.26,2551.69,44
2019-03-01,1046.39,0.2813,574.31,2258.11,2674.75,44
2019-03-02,1029.14,0.3269,563.87,2138.85,2558.71,44
2019-03-03,1034.05,0.3355,553.42,2117.57,2628.45,44
2019-03-04,1021.91,0.3412,484.38,2053.0,2531.37,44
2019-03-05,986.3,0.2785,435.52,2132.52,2529.69,44
2019-03-06,1006.09,0.325,471.51,2032.89,2466.31,44
2019-03-07,1036.87,0.2925,613.78,2172.17,2651.23,44
2019-03-08,1012.68,0.322,492.94,2094.51,2566.25,44
2019-03-09,1032.07,0.3341,444.93,2084.06,2618.02,44
2019-03-10,956.98,0.3425,519.73,2094.75,2638.9,44
2019-03-11,999.58,0.3498,519.37,2070.74,2671.86,44
2019-03-12,1001.52,0.3088,377.02,2044.63,2656.91,44
2019-03-13,1058.42,0.3468,584.41,2120.48,2504.75,44
2019-03-14,1009.35,0.3075,555.29,2124.74,2556.27,44
2019-03-15,1024.49,0.3228,489.02,2044.51,2593.6,44
2019-03-16,959.03,0.3123,418.55,2105.09,2720.28,44
2019-03-17,1055.74,0.3122,653.81,2014.24,2470.36,44
2019-03-18,1044.27,0.3495,571.7,2049.21,2501.34,44
2019-03-19,1033.94,0.3231,576.95,2101.07,2554.86,44
2019-03-20,1074.65,0.3145,477.44,2103.56,2534.88,44
2019-03-21,1028.71,0.2976,575.45,1970.02,2465.83,44
2019-03-22,1046.7,0.3395,476.67,2049.51,2466.11,44
2019-03-23,987.58,0.3221,545.78,2008.82,2430.03,44
2019-03-24,976.07,0.3269,397.3,2088.57,2472.43,44
2019-03-25,1017.99,0.311,431.83,2002.91,2481.45,44
2019-03-26,1007.61,0.339,481.6,1958.68,2462.97,44
2019-03-27,1016.17,0.3181,426.11,2015.27,2354.29,44
2019-03-28,992.31,0.3044,460.02,1996.76,2451.46,44
2019-03-29,1023.34,0.3269,411.6,1956.84,2577.51,44
2019-03-30,1017.92,0.3142,475.03,1977.03,2454.26,44
2019-03-31,1016.73,0.3219,593.29,2051.23,2515.08,44
2019-04-01,1022.48,0.321,478.83,2029.05,2419.35,48
2019-04-02,982.52,0.2608,482.88,1900.5,2459.54,48
2019-04-03,1042.75,0.3116,535.3,1958.75,2384.28,48
2019-04-04,983.86,0.3379,486.3,2025.01,2450.97,48
2019-04-05,986.46,0.336,492.06,1907.39,2329.21,48
2019-04-06,1033.8,0.3305,463.29,1925.87,2459.96,48
2019-04-07,957.69,0.3055,487.26,2004.13,2447.81,48
2019-04-08,1050.27,0.2998,475.94,1925.37,2387.02,48
2019-04-09,1029.67,0.3089,587.72,1935.13,2383.53,48
2019-04-10,1023.51,0.328,668.81,1878.32,2408.86,48
2019-04-11,1031.18,0.3212,491.2,1935.15,2262.57,48
2019-04-12,1002.96,0.3332,465.75,1956.01,2364.62,48
2019-04-13,1018.93,0.3187,521.9,1844.8,2386.35,48
2019-04-14,1005.27,0.3252,618.03,1951.0,2306.14,48
2019-04-15,999.02,0.3146,572.63,1859.27,2277.58,48
2019-04-16,1052.26,0.2729,592.25,1896.34,2350.93,48
2019-04-17,975.75,0.3167,465.28,1925.16,2358.52,48
2019-04-18,962.78,0.3397,413.15,1904.98,2384.87,48
2019-04-19,937.52,0.3444,435.34,1758.22,2332.57,48
2019-04-20,1004.56,0.3138,685.72,1873.74,2358.18,48
2019-04-21,1031.18,0.2985,534.28,1899.2,2368.59,48
2019-04-22,1039.62,0.356,558.62,1909.17,2293.82,48
2019-04-23,1008.92,0.3385,544.33,1901.77,2332.82,48
2019-04-24,1034.3,0.2912,567.22,1852.72,2245.04,48
2019-04-25,967.79,0.3109,503.12,1793.05,2228.95,48
2019-04-26,1009.42,0.3264,449.44,1865.53,2435.13,48
2019-04-27,950.91,0.3404,526.71,1881.2,2267.63,48
2019-04-28,1031.56,0.3208,600.63,1897.76,2243.84,48
2019-04-29,965.45,0.2924,441.37,1846.85,2235.85,48
2019-04-30,1000.22,0.3281,569.26,1891.74,2170.91,48
2019-05-01,1004.77,0.3355,510.72,1782.84,2339.86,48
2019-05-02,1042.13,0.2888,578.52,1827.87,2170.25,48
2019-05-03,990.06,0.3433,447.32,1859.28,2153.19,48
